,link,title,price,previous_month_bought_count,card_offer,review_rating,delivery_detail
10,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODc2Njc3MTU4NjUyNjI3OjE3MjgxMTM0MjM6c3BfYnRmOjMwMDM1MTQ4MTk3OTIzMjo6MDo6&url=%2FApple-iPhone-Plus-128-Ultramarine%2Fdp%2FB0DGJ65N7V%2Fref%3Dsr_1_86_sspa%3Fcrid%3D1L0Q91SOR1BM2%26dib%3DeyJ2IjoiMSJ9.bLU23IuECdzkEtPRsTDdfknd0-Lzi9A1tzI9tl0kEbxYGptpBt1TjD5Ia9nt1kRi2sVpg6RyJ3I5roU-HIJExlWfeD-x0ZK0eQ-p34Mav86nfO0ntmsm1mwd8FsAR-GvjJ3lR2TlL4iXwnb8YxGPRbH_8sv8wwm91A_8ufXr-CMzRNl55SxpwbCYbpQWbmYEeeWJUcQ3q_5gpetVfAiq8iIsPGzCWjX4rlPlhF0zsTk.GxD0Fl4Ww4uDNLE3xj5fdoHMLHHAQ_d-wnxEyCrqgik%26dib_tag%3Dse%26keywords%3Dsmart%2Bphone%26qid%3D1728113423%26sprefix%3Dsmatrphone%252Caps%252C218%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Apple iPhone 16 Plus (128 GB) - Ultramarine  ,"₹89,900₹89,900",300+ bought in past month,10% Off on Select Bank Cards10% Off on Select Bank Cards,4.1 out of 5 stars 21  ," FREE delivery Tue, 8 Oct Or fastest delivery Tomorrow, 6 Oct "
11,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Mzc4MTE5OTY1Njg3NzQ3OjE3MjgxMTM0MDg6c3BfbXRmOjMwMDA1NzU5NDUzNzczMjo6MDo6&url=%2FApple-iPhone-15-128-GB%2Fdp%2FB0CHX1W1XY%2Fref%3Dsr_1_12_sspa%3Fcrid%3D1L0Q91SOR1BM2%26dib%3DeyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBID_cftDp0afCxSRg3FN_lte1Rdqt5mg0Jx-TgDfx26Db3KQU1JO2tAF7pm-1gfG8MtzfxHlpgvazcRpgxNuuVFttuqLhrcaxp-Ld6M3GLfrx3fDP5xfBpL4ScKlFfbrSxXRyDX9VWbu_X7Xq3bgWwHhRWosAjnCAKcGU1quDOoO_Dy7EncmeSfy_UFCn5cEafdJeM3DlDTdqvQZcn6Vmj2_k.gLzcl7owOgyvjofPvY-GTIHcfhOU5iMgTDNesnqX70k%26dib_tag%3Dse%26keywords%3Dsmart%2Bphone%26qid%3D1728113408%26sprefix%3Dsmatrphone%252Caps%252C218%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Apple iPhone 15 (128 GB) - Black  ,"₹69,900₹69,900 M.R.P: ₹79,600₹79,600 (12% off)",500+ bought in past month,Flat INR 3000 Off on SBICardsFlat INR 3000 Off on SBICards,"4.5 out of 5 stars 2,255  "," FREE delivery Tue, 8 Oct Or fastest delivery Tomorrow, 6 Oct "
12,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjA3MTk2NjQ4NjAwNzIzOjE3MjgxMTM0Mjc6c3BfYXRmX25leHQ6MjAwNzk2ODI4NTEzMDM6OjA6Og&url=%2FApple-iPhone-13-128GB-Starlight%2Fdp%2FB09G9D8KRQ%2Fref%3Dsr_1_81_sspa%3Fcrid%3D1L0Q91SOR1BM2%26dib%3DeyJ2IjoiMSJ9.WVKHAkK85Be39u9ZAbOxvVAbt-jlMQLskyj4i3I_FOkNnpTGA-DCziPJYkwAiNHoRtCD7cRmRL_yaf2kPEuEMFEnxIYY13_Pd_GChHJt7dscTnXlxUw_M0rE9dxyCJxraiKjHQegBsAQwcOBPMP8EpUzzAEByT9N61v86iM-iOpV7o7VVRHqm50ML6Xwap47MrORry6kwfz60L_bFGMsFafLLvWHnABjzaIEhTm3HO8.iluD8OUFrv-bzEtPF81jaC_j36FjGNp7vq3fHsKNkNA%26dib_tag%3Dse%26keywords%3Dsmart%2Bphone%26qid%3D1728113427%26sprefix%3Dsmatrphone%252Caps%252C218%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Apple iPhone 13 (128GB) - Starlight  ,"₹42,999₹42,999 M.R.P: ₹59,900₹59,900 (28% off)",5K+ bought in past month,Flat INR 500 Off on SBICardsFlat INR 500 Off on SBICards,"4.5 out of 5 stars 29,593  ",FREE delivery
13,https://www.amazon.in/iQOO-MediaTek-Dimesity-Processor-Smartphone/dp/B07WGPJPR3/ref=sr_1_83?crid=1L0Q91SOR1BM2&dib=eyJ2IjoiMSJ9.WVKHAkK85Be39u9ZAbOxvVAbt-jlMQLskyj4i3I_FOkNnpTGA-DCziPJYkwAiNHoRtCD7cRmRL_yaf2kPEuEMFEnxIYY13_Pd_GChHJt7dscTnXlxUw_M0rE9dxyCJxraiKjHQegBsAQwcOBPMP8EpUzzAEByT9N61v86iM-iOpV7o7VVRHqm50ML6Xwap47MrORry6kwfz60L_bFGMsFafLLvWHnABjzaIEhTm3HO8.iluD8OUFrv-bzEtPF81jaC_j36FjGNp7vq3fHsKNkNA&dib_tag=se&keywords=smart+phone&qid=1728113427&sprefix=smatrphone%2Caps%2C218&sr=8-83,"iQOO Z7 Pro 5G (Blue Lagoon, 8GB RAM, 256GB Storage) | 3D Curved AMOLED Display | 4nm MediaTek Dimesity 7200 5G Processor | 64MP Aura Light OIS Camera | Segment's Slimmest & Lightest Smartphone  ","₹21,999₹21,999 M.R.P: ₹27,999₹27,999 (21% off)",1K+ bought in past month,Flat  INR 250 Off on SBICardsFlat  INR 250 Off on SBICards,"4.3 out of 5 stars 7,441  "," FREE delivery Tue, 8 Oct Or fastest delivery Tomorrow, 6 Oct "
14,https://www.amazon.in/Redmi-Matte-Black-256GB-Storage/dp/B0BZWCJDRB/ref=sr_1_84?crid=1L0Q91SOR1BM2&dib=eyJ2IjoiMSJ9.WVKHAkK85Be39u9ZAbOxvVAbt-jlMQLskyj4i3I_FOkNnpTGA-DCziPJYkwAiNHoRtCD7cRmRL_yaf2kPEuEMFEnxIYY13_Pd_GChHJt7dscTnXlxUw_M0rE9dxyCJxraiKjHQegBsAQwcOBPMP8EpUzzAEByT9N61v86iM-iOpV7o7VVRHqm50ML6Xwap47MrORry6kwfz60L_bFGMsFafLLvWHnABjzaIEhTm3HO8.iluD8OUFrv-bzEtPF81jaC_j36FjGNp7vq3fHsKNkNA&dib_tag=se&keywords=smart+phone&qid=1728113427&sprefix=smatrphone%2Caps%2C218&sr=8-84,"Redmi Note 12 5G (Matte Black,8GB RAM, 256GB Storage)  ","₹16,449₹16,449 M.R.P: ₹23,999₹23,999 (31% off)",M.R.P: ,10% Off on Select Bank Cards10% Off on Select Bank Cards,3.9 out of 5 stars 606  ," FREE delivery Fri, 18 Oct Or fastest delivery Tomorrow, 6 Oct "
15,https://www.amazon.in/Redmi-Diamond-Largest-Display-Segment/dp/B0D78Y577J/ref=sr_1_85?crid=1L0Q91SOR1BM2&dib=eyJ2IjoiMSJ9.WVKHAkK85Be39u9ZAbOxvVAbt-jlMQLskyj4i3I_FOkNnpTGA-DCziPJYkwAiNHoRtCD7cRmRL_yaf2kPEuEMFEnxIYY13_Pd_GChHJt7dscTnXlxUw_M0rE9dxyCJxraiKjHQegBsAQwcOBPMP8EpUzzAEByT9N61v86iM-iOpV7o7VVRHqm50ML6Xwap47MrORry6kwfz60L_bFGMsFafLLvWHnABjzaIEhTm3HO8.iluD8OUFrv-bzEtPF81jaC_j36FjGNp7vq3fHsKNkNA&dib_tag=se&keywords=smart+phone&qid=1728113427&sprefix=smatrphone%2Caps%2C218&sr=8-85,"Redmi 13 5G, Black Diamond, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment  ","₹14,999₹14,999",1K+ bought in past month,10% Off on Select Bank Cards10% Off on Select Bank Cards,"3.9 out of 5 stars 1,411  "," FREE delivery Tue, 8 Oct Or fastest delivery Tomorrow, 6 Oct "
16,https://www.amazon.in/realme-Storage-Chipset-Comfort-Display/dp/B0D9ND2LCZ/ref=sr_1_86?crid=1L0Q91SOR1BM2&dib=eyJ2IjoiMSJ9.WVKHAkK85Be39u9ZAbOxvVAbt-jlMQLskyj4i3I_FOkNnpTGA-DCziPJYkwAiNHoRtCD7cRmRL_yaf2kPEuEMFEnxIYY13_Pd_GChHJt7dscTnXlxUw_M0rE9dxyCJxraiKjHQegBsAQwcOBPMP8EpUzzAEByT9N61v86iM-iOpV7o7VVRHqm50ML6Xwap47MrORry6kwfz60L_bFGMsFafLLvWHnABjzaIEhTm3HO8.iluD8OUFrv-bzEtPF81jaC_j36FjGNp7vq3fHsKNkNA&dib_tag=se&keywords=smart+phone&qid=1728113427&sprefix=smatrphone%2Caps%2C218&sr=8-86,"realme NARZO N65 5G (Deep Green 8GB RAM, 128GB Storage) India's 1st D6300 5G Chipset | Ultra Slim 190g Design | 120Hz Eye Comfort Display | 50MP AI Camera| Charger in The Box  ","₹13,498₹13,498 M.R.P: ₹15,999₹15,999 (16% off)",500+ bought in past month,"₹1,500 off coupon appliedSave ₹1,500  with coupon ",4.1 out of 5 stars 922  ," FREE delivery Tue, 8 Oct Or fastest delivery Tomorrow, 6 Oct "
17,https://www.amazon.in/Memory-Fusion-Charging-Display-Crystal/dp/B0CMQS27NY/ref=sr_1_87?crid=1L0Q91SOR1BM2&dib=eyJ2IjoiMSJ9.WVKHAkK85Be39u9ZAbOxvVAbt-jlMQLskyj4i3I_FOkNnpTGA-DCziPJYkwAiNHoRtCD7cRmRL_yaf2kPEuEMFEnxIYY13_Pd_GChHJt7dscTnXlxUw_M0rE9dxyCJxraiKjHQegBsAQwcOBPMP8EpUzzAEByT9N61v86iM-iOpV7o7VVRHqm50ML6Xwap47MrORry6kwfz60L_bFGMsFafLLvWHnABjzaIEhTm3HO8.iluD8OUFrv-bzEtPF81jaC_j36FjGNp7vq3fHsKNkNA&dib_tag=se&keywords=smart+phone&qid=1728113427&sprefix=smatrphone%2Caps%2C218&sr=8-87,"itel Aura 05i (2GB RAM + 32GB ROM, Upto 4GB RAM with Memory Fusion | Type C Fast Charging | 6.6"" HD+ Display)- Crystal Blue  ","₹5,694₹5,694 M.R.P: ₹6,799₹6,799 (16% off)",50+ bought in past month,10% Off on Select Bank Cards10% Off on Select Bank Cards,3.9 out of 5 stars 30  ," FREE delivery Mon, 7 Oct Or fastest delivery Tomorrow, 6 Oct "
18,https://www.amazon.in/Redmi-Storage-Premium-Powerful-Processor/dp/B0D78W21GC/ref=sr_1_88?crid=1L0Q91SOR1BM2&dib=eyJ2IjoiMSJ9.WVKHAkK85Be39u9ZAbOxvVAbt-jlMQLskyj4i3I_FOkNnpTGA-DCziPJYkwAiNHoRtCD7cRmRL_yaf2kPEuEMFEnxIYY13_Pd_GChHJt7dscTnXlxUw_M0rE9dxyCJxraiKjHQegBsAQwcOBPMP8EpUzzAEByT9N61v86iM-iOpV7o7VVRHqm50ML6Xwap47MrORry6kwfz60L_bFGMsFafLLvWHnABjzaIEhTm3HO8.iluD8OUFrv-bzEtPF81jaC_j36FjGNp7vq3fHsKNkNA&dib_tag=se&keywords=smart+phone&qid=1728113427&sprefix=smatrphone%2Caps%2C218&sr=8-88,"Redmi A3X (Ocean Green, 3GB RAM, 64GB Storage) | Premium Halo Design | 90Hz Display | Powerful Octa Core Processor  ","₹6,570₹6,570 M.R.P: ₹9,999₹9,999 (34% off)",500+ bought in past month,Save extra with No Cost EMISave extra with No Cost EMI,3.6 out of 5 stars 62  ," FREE delivery Wed, 9 Oct Or fastest delivery Tomorrow, 6 Oct "
19,https://www.amazon.in/Vivo-Smartphone-Lotus-Purple-Storage/dp/B0DCGPNK12/ref=sr_1_89?crid=1L0Q91SOR1BM2&dib=eyJ2IjoiMSJ9.WVKHAkK85Be39u9ZAbOxvVAbt-jlMQLskyj4i3I_FOkNnpTGA-DCziPJYkwAiNHoRtCD7cRmRL_yaf2kPEuEMFEnxIYY13_Pd_GChHJt7dscTnXlxUw_M0rE9dxyCJxraiKjHQegBsAQwcOBPMP8EpUzzAEByT9N61v86iM-iOpV7o7VVRHqm50ML6Xwap47MrORry6kwfz60L_bFGMsFafLLvWHnABjzaIEhTm3HO8.iluD8OUFrv-bzEtPF81jaC_j36FjGNp7vq3fHsKNkNA&dib_tag=se&keywords=smart+phone&qid=1728113427&sprefix=smatrphone%2Caps%2C218&sr=8-89,"Vivo V40 5G Smartphone (Lotus Purple, 8GB RAM, 128GB Storage)  ","₹32,290₹32,290 M.R.P: ₹37,999₹37,999 (15% off)",500+ bought in past month,10% Off on Select Bank Cards10% Off on Select Bank Cards,3.3 out of 5 stars 5  ," FREE delivery Wed, 9 Oct Or fastest delivery Tomorrow, 6 Oct "
